Solar_profile,Wind_on_profile,Wind_off_profile,Dayahead_price
0.0016063396872992076,0.08214947498455837,0.0,41.88
0.0016063396872992076,0.08456866378422895,0.0,38.6
0.0016063396872992076,0.08729668519662342,0.0,36.55
0.0016063396872992076,0.08750257360510603,0.0,32.32
0.0017134289997858213,0.08580399423512457,0.0,30.85
0.00278432212465196,0.08364216594605724,0.0,30.14
0.003212679374598415,0.08297302861848878,0.0,30.17
0.003319768687085029,0.07854642783611283,0.0,30.0
0.007174983936603127,0.07206094296891086,0.0,30.65
0.09156136217605483,0.06094296891085032,0.0,30.65
0.24694795459413152,0.05028824377187564,0.0,30.27
0.36571000214178623,0.039993823347745525,0.0,30.34
0.44163632469479547,0.03402305950175005,0.0,30.99
0.4700149925037481,0.029287626106650196,0.0,30.04
0.4683015635039623,0.027331686226065473,0.0,30.75
0.4397087170700364,0.02388305538398188,0.0,32.11
0.3282287427714714,0.022338892320362364,0.0,35.98
0.13214821160848148,0.02547869054972205,0.0,40.4
0.020132790747483403,0.02728021412394482,0.0,44.05
0.009316770186335404,0.03201564751904468,0.0,46.16
0.007282073249089741,0.03412600370599135,0.0,44.02
0.006853715999143285,0.03417747580811201,0.0,45.6
0.006639537374170058,0.036854025118385834,0.0,42.9
0.006746626686656672,0.04174387481984764,0.0,37.55
0.006746626686656672,0.0462734198064649,0.0,35.4
0.006746626686656672,0.059141445336627546,0.0,31.98
0.005140286999357464,0.07278155239859996,0.0,30.5
0.003105590062111801,0.08992176240477662,0.0,28.79
0.0017134289997858213,0.10474572781552399,0.0,28.42
0.0017134289997858213,0.11246654313362157,0.0,28.75
0.0016063396872992076,0.12955528103767758,0.0,34.16
0.0016063396872992076,0.1403644224830142,0.0,42.07
0.003855215249518098,0.1534898085237801,0.0,44.89
0.068215892053973,0.1722771257978176,0.0,45.26
0.19800813878774898,0.19096149886761377,0.0,45.57
0.2908545727136432,0.18740992382128885,0.0,45.09
0.3589633754551296,0.1704756022235948,0.0,45.16
0.38819875776397517,0.16903438336421658,0.0,44.9
0.3938744913257657,0.16898291126209594,0.0,44.06
0.3694581280788177,0.17253448630842083,0.0,43.94
0.27500535446562435,0.17052707432571546,0.0,44.37
0.10505461554936818,0.17387276096355775,0.0,46.05
0.016920111372884985,0.1832921556516368,0.0,46.72
0.0049261083743842365,0.19188799670578546,0.0,46.11
0.0022488755622188904,0.20429277331686227,0.0,43.7
0.0022488755622188904,0.21849907350216183,0.0,42.0
0.0022488755622188904,0.223337451101503,0.0,38.6
0.0022488755622188904,0.22308009059089973,0.0,33.39
0.0022488755622188904,0.21937409923821288,0.0,32.05
0.0022488755622188904,0.20980028824377187,0.0,30.75
0.0022488755622188904,0.20336627547869054,0.0,29.97
0.0022488755622188904,0.20449866172534487,0.0,29.8
0.0022488755622188904,0.21108709079678814,0.0,29.74
0.0022488755622188904,0.20238830553839818,0.0,29.87
0.0022488755622188904,0.18972616841671813,0.0,31.21
0.0022488755622188904,0.18421865348980854,0.0,36.73
0.005889912186763761,0.16877702285361335,0.0,42.9
0.06543156992932106,0.1406732550957381,0.0,46.0
0.16609552366673805,0.1148342598311715,0.0,47.23
0.2710430499036196,0.0888923203623636,0.0,46.03
0.328335832083958,0.0814803376569899,0.0,44.9
0.35393017776825875,0.09053942763022442,0.0,44.44
0.32394517027200687,0.10417953469219683,0.0,41.19
0.26815163846648105,0.11138562898908791,0.0,39.5
0.16009852216748768,0.1230697961704756,0.0,39.5
0.04240736774469908,0.1447395511632695,0.0,43.51
0.003212679374598415,0.169857936998147,0.0,45.2
0.001927607624759049,0.19502779493514516,0.0,46.9
0.001927607624759049,0.2151019147621989,0.0,46.23
0.001927607624759049,0.22781552398599958,0.0,44.5
0.001927607624759049,0.23013176858142886,0.0,40.5
0.001927607624759049,0.22184476014000412,0.0,39.5
0.001927607624759049,0.2127856701667696,0.0,38.01
0.0018205183122724353,0.21304303067737287,0.0,32.05
0.0018205183122724353,0.2197858760551781,0.0,31.0
0.0018205183122724353,0.21983734815729875,0.0,30.2
0.0016063396872992076,0.22138151122091826,0.0,29.85
0.0014992503748125937,0.2194770434424542,0.0,29.84
0.0014992503748125937,0.22745521927115503,0.0,30.1
0.0014992503748125937,0.22745521927115503,0.0,30.75
0.00417648318697794,0.2297714638665843,0.0,31.83
0.07335617905333047,0.23538192299773522,0.0,36.67
0.21653458984793317,0.23661725344863085,0.0,39.57
0.3251231527093596,0.2413526868437307,0.0,36.11
0.41122295994859714,0.2523677166975499,0.0,34.77
0.44699079031912614,0.2614782787729051,0.0,32.07
0.44377811094452774,0.2529339098208771,0.0,31.83
0.4039408866995074,0.2478896438130533,0.0,31.95
0.2887127864639109,0.23872760963557751,0.0,32.25
