Timestamp,Dayahead_price,Solar_profile,Wind_profile
2019-01-11T00:00:00Z,46.00,0,0.1884
2019-01-11T01:00:00Z,44.20,0,0.2192
2019-01-11T02:00:00Z,45.43,0,0.2599
2019-01-11T03:00:00Z,46.42,0,0.285
2019-01-11T04:00:00Z,45.00,0,0.3129
2019-01-11T05:00:00Z,43.50,0,0.3425
2019-01-11T06:00:00Z,50.00,0,0.3635
2019-01-11T07:00:00Z,54.78,0.0017,0.3738
2019-01-11T08:00:00Z,60.02,0.0076,0.3882
2019-01-11T09:00:00Z,69.96,0.016,0.4094
2019-01-11T10:00:00Z,70.27,0.0213,0.4296
2019-01-11T11:00:00Z,71.33,0.0238,0.4699
2019-01-11T12:00:00Z,53.61,0.021,0.5044
2019-01-11T13:00:00Z,52.48,0.0142,0.5288
2019-01-11T14:00:00Z,50.96,0.0058,0.5491
2019-01-11T15:00:00Z,50.69,0.0005,0.5589
2019-01-11T16:00:00Z,51.17,0,0.5692
2019-01-11T17:00:00Z,65.00,0,0.5715
2019-01-11T18:00:00Z,52.11,0,0.5473
2019-01-11T19:00:00Z,51.28,0,0.5349
2019-01-11T20:00:00Z,51.17,0,0.5241
2019-01-11T21:00:00Z,47.37,0,0.5091
2019-01-11T22:00:00Z,46.45,0,0.5
2019-01-11T23:00:00Z,45.88,0,0.4854
2019-01-12T00:00:00Z,46.80,0,0.4717
2019-01-12T01:00:00Z,46.48,0,0.4551
2019-01-12T02:00:00Z,49.00,0,0.4432
2019-01-12T03:00:00Z,43.69,0,0.4465
2019-01-12T04:00:00Z,46.27,0,0.4646
2019-01-12T05:00:00Z,42.60,0,0.4892
2019-01-12T06:00:00Z,42.98,0,0.5065
2019-01-12T07:00:00Z,50.99,0.0013,0.5246
2019-01-12T08:00:00Z,54.50,0.0105,0.5476
2019-01-12T09:00:00Z,62.11,0.0236,0.5893
2019-01-12T10:00:00Z,65.00,0.0291,0.6418
2019-01-12T11:00:00Z,64.01,0.0309,0.6885
2019-01-12T12:00:00Z,51.98,0.026,0.7132
2019-01-12T13:00:00Z,49.00,0.0163,0.7292
2019-01-12T14:00:00Z,51.75,0.0057,0.7355
2019-01-12T15:00:00Z,52.50,0.0004,0.743
2019-01-12T16:00:00Z,52.81,0,0.745
2019-01-12T17:00:00Z,59.47,0,0.749
2019-01-12T18:00:00Z,49.90,0,0.7418
2019-01-12T19:00:00Z,49.59,0,0.7335
2019-01-12T20:00:00Z,48.42,0,0.7064
2019-01-12T21:00:00Z,49.00,0,0.6872
2019-01-12T22:00:00Z,47.58,0,0.6849
2019-01-12T23:00:00Z,47.55,0,0.6869
2019-01-13T00:00:00Z,52.40,0,0.6642
2019-01-13T01:00:00Z,47.93,0,0.6382
2019-01-13T02:00:00Z,43.44,0,0.6228
2019-01-13T03:00:00Z,33.48,0,0.6112
2019-01-13T04:00:00Z,34.63,0,0.6077
2019-01-13T05:00:00Z,34.63,0,0.6293
2019-01-13T06:00:00Z,28.97,0,0.6578
2019-01-13T07:00:00Z,40.00,0.0018,0.692
2019-01-13T08:00:00Z,38.30,0.0084,0.7264
2019-01-13T09:00:00Z,47.33,0.0182,0.7607
2019-01-13T10:00:00Z,48.80,0.0255,0.7891
2019-01-13T11:00:00Z,51.50,0.0279,0.8091
2019-01-13T12:00:00Z,51.52,0.024,0.8216
2019-01-13T13:00:00Z,50.99,0.0151,0.8307
2019-01-13T14:00:00Z,50.00,0.0059,0.8466
2019-01-13T15:00:00Z,50.84,0.0004,0.8538
2019-01-13T16:00:00Z,51.82,0,0.8727
2019-01-13T17:00:00Z,72.50,0,0.8947
2019-01-13T18:00:00Z,51.55,0,0.9056
2019-01-13T19:00:00Z,51.73,0,0.8936
2019-01-13T20:00:00Z,48.28,0,0.8896
2019-01-13T21:00:00Z,47.61,0,0.8564
2019-01-13T22:00:00Z,45.10,0,0.8219
2019-01-13T23:00:00Z,42.20,0,0.8218
2019-01-14T00:00:00Z,46.52,0,0.7998
2019-01-14T01:00:00Z,42.40,0,0.7798
2019-01-14T02:00:00Z,46.48,0,0.7584
2019-01-14T03:00:00Z,46.37,0,0.7411
2019-01-14T04:00:00Z,45.00,0,0.7492
2019-01-14T05:00:00Z,46.67,0,0.7452
2019-01-14T06:00:00Z,50.41,0,0.7256
2019-01-14T07:00:00Z,58.00,0.0049,0.7046
2019-01-14T08:00:00Z,63.14,0.0332,0.6914
2019-01-14T09:00:00Z,66.30,0.0732,0.6914
2019-01-14T10:00:00Z,65.50,0.1028,0.7236
2019-01-14T11:00:00Z,51.94,0.1099,0.7419
2019-01-14T12:00:00Z,48.30,0.0951,0.7597
2019-01-14T13:00:00Z,51.57,0.0726,0.7484
2019-01-14T14:00:00Z,51.73,0.0336,0.7262
2019-01-14T15:00:00Z,62.12,0.0036,0.7088
2019-01-14T16:00:00Z,65.17,0,0.6792
2019-01-14T17:00:00Z,85.74,0,0.6637
2019-01-14T18:00:00Z,63.14,0,0.6521
2019-01-14T19:00:00Z,56.00,0,0.6465
2019-01-14T20:00:00Z,52.14,0,0.6409
2019-01-14T21:00:00Z,55.00,0,0.626
2019-01-14T22:00:00Z,51.68,0,0.6185
2019-01-14T23:00:00Z,47.43,0,0.6147
2019-01-15T00:00:00Z,46.67,0,0.6264
2019-01-15T01:00:00Z,42.00,0,0.6184
2019-01-15T02:00:00Z,38.30,0,0.6377
2019-01-15T03:00:00Z,36.00,0,0.6558
2019-01-15T04:00:00Z,42.20,0,0.6688
2019-01-15T05:00:00Z,44.30,0,0.6848
2019-01-15T06:00:00Z,47.40,0,0.6949
2019-01-15T07:00:00Z,57.45,0.0026,0.6824
2019-01-15T08:00:00Z,62.36,0.0201,0.6754
2019-01-15T09:00:00Z,61.72,0.042,0.6758
2019-01-15T10:00:00Z,60.20,0.0558,0.6907
2019-01-15T11:00:00Z,56.82,0.066,0.7015
2019-01-15T12:00:00Z,55.70,0.0631,0.7109
2019-01-15T13:00:00Z,54.90,0.0463,0.7243
2019-01-15T14:00:00Z,54.37,0.018,0.7575
2019-01-15T15:00:00Z,52.12,0.0017,0.7716
2019-01-15T16:00:00Z,55.00,0,0.778
2019-01-15T17:00:00Z,62.80,0,0.7777
2019-01-15T18:00:00Z,50.86,0,0.7746
2019-01-15T19:00:00Z,51.07,0,0.7625
2019-01-15T20:00:00Z,50.82,0,0.7448
2019-01-15T21:00:00Z,49.99,0,0.716
2019-01-15T22:00:00Z,48.79,0,0.7076
2019-01-15T23:00:00Z,47.10,0,0.6912
2019-01-16T00:00:00Z,41.60,0,0.6692
2019-01-16T01:00:00Z,38.30,0,0.6458
2019-01-16T02:00:00Z,44.20,0,0.6315
2019-01-16T03:00:00Z,42.10,0,0.6205
2019-01-16T04:00:00Z,39.70,0,0.5866
2019-01-16T05:00:00Z,39.00,0,0.5825
2019-01-16T06:00:00Z,46.63,0,0.58
2019-01-16T07:00:00Z,60.05,0.0063,0.5745
2019-01-16T08:00:00Z,63.14,0.0372,0.5826
2019-01-16T09:00:00Z,60.20,0.0813,0.5958
2019-01-16T10:00:00Z,56.01,0.1184,0.6098
2019-01-16T11:00:00Z,56.74,0.1338,0.6168
2019-01-16T12:00:00Z,54.00,0.1273,0.6124
2019-01-16T13:00:00Z,52.69,0.0951,0.5935
2019-01-16T14:00:00Z,55.32,0.0434,0.5808
2019-01-16T15:00:00Z,53.72,0.0059,0.5815
2019-01-16T16:00:00Z,60.39,0,0.5922
2019-01-16T17:00:00Z,63.10,0,0.6103
2019-01-16T18:00:00Z,52.67,0,0.6361
2019-01-16T19:00:00Z,50.92,0,0.659
2019-01-16T20:00:00Z,49.70,0,0.6745
2019-01-16T21:00:00Z,49.50,0,0.6666
2019-01-16T22:00:00Z,48.08,0,0.6835
2019-01-16T23:00:00Z,48.20,0,0.6884
2019-01-17T00:00:00Z,48.60,0,0.6895
2019-01-17T01:00:00Z,46.60,0,0.6987
2019-01-17T02:00:00Z,46.90,0,0.707
2019-01-17T03:00:00Z,46.76,0,0.7092
2019-01-17T04:00:00Z,46.94,0,0.6935
2019-01-17T05:00:00Z,48.60,0,0.68
2019-01-17T06:00:00Z,54.58,0,0.6589
2019-01-17T07:00:00Z,63.55,0.007,0.638
2019-01-17T08:00:00Z,68.66,0.0331,0.6103
2019-01-17T09:00:00Z,69.85,0.0589,0.6173
2019-01-17T10:00:00Z,64.90,0.0776,0.6282
2019-01-17T11:00:00Z,65.57,0.0801,0.6207
2019-01-17T12:00:00Z,59.00,0.0745,0.6111
2019-01-17T13:00:00Z,56.27,0.0567,0.5983
2019-01-17T14:00:00Z,56.81,0.029,0.5748
2019-01-17T15:00:00Z,57.75,0.0041,0.5868
2019-01-17T16:00:00Z,59.32,0,0.6228
2019-01-17T17:00:00Z,79.44,0,0.6292
2019-01-17T18:00:00Z,56.88,0,0.6301
2019-01-17T19:00:00Z,53.85,0,0.6284
2019-01-17T20:00:00Z,50.00,0,0.6153
2019-01-17T21:00:00Z,51.06,0,0.58
2019-01-17T22:00:00Z,47.40,0,0.5335
2019-01-17T23:00:00Z,50.57,0,0.4916
2019-01-18T00:00:00Z,53.90,0,0.458
2019-01-18T01:00:00Z,49.66,0,0.4035
2019-01-18T02:00:00Z,48.52,0,0.3526
2019-01-18T03:00:00Z,48.54,0,0.3122
2019-01-18T04:00:00Z,48.50,0,0.2806
2019-01-18T05:00:00Z,51.85,0,0.2648
2019-01-18T06:00:00Z,59.26,0,0.2618
2019-01-18T07:00:00Z,73.08,0.0077,0.2362
2019-01-18T08:00:00Z,76.86,0.0474,0.2031
2019-01-18T09:00:00Z,74.40,0.106,0.1643
2019-01-18T10:00:00Z,74.40,0.1714,0.1373
2019-01-18T11:00:00Z,71.28,0.2082,0.1194
2019-01-18T12:00:00Z,69.25,0.2054,0.1184
2019-01-18T13:00:00Z,65.27,0.159,0.1154
2019-01-18T14:00:00Z,67.44,0.0747,0.1125
2019-01-18T15:00:00Z,68.14,0.0095,0.1238
2019-01-18T16:00:00Z,69.00,0,0.1524
2019-01-18T17:00:00Z,75.04,0,0.1638
2019-01-18T18:00:00Z,76.13,0,0.1644
2019-01-18T19:00:00Z,72.46,0,0.1578
2019-01-18T20:00:00Z,61.83,0,0.153
2019-01-18T21:00:00Z,58.19,0,0.1428
2019-01-18T22:00:00Z,56.70,0,0.1346
2019-01-18T23:00:00Z,53.16,0,0.131
2019-01-19T00:00:00Z,57.78,0,0.1258
2019-01-19T01:00:00Z,57.32,0,0.1106
2019-01-19T02:00:00Z,55.18,0,0.1047
2019-01-19T03:00:00Z,55.00,0,0.1068
2019-01-19T04:00:00Z,53.88,0,0.1084
2019-01-19T05:00:00Z,53.71,0,0.1112
2019-01-19T06:00:00Z,53.43,0,0.1208
2019-01-19T07:00:00Z,56.49,0.0127,0.1277
2019-01-19T08:00:00Z,60.46,0.0842,0.123
2019-01-19T09:00:00Z,62.48,0.1762,0.1056
2019-01-19T10:00:00Z,62.49,0.2477,0.0858
2019-01-19T11:00:00Z,57.33,0.2716,0.0626
2019-01-19T12:00:00Z,55.26,0.2486,0.0536
2019-01-19T13:00:00Z,55.43,0.1799,0.0511
2019-01-19T14:00:00Z,58.08,0.0831,0.0565
2019-01-19T15:00:00Z,58.48,0.0126,0.0818
2019-01-19T16:00:00Z,62.93,0,0.1172
2019-01-19T17:00:00Z,67.15,0,0.1487
2019-01-19T18:00:00Z,68.91,0,0.1652
2019-01-19T19:00:00Z,63.42,0,0.171
2019-01-19T20:00:00Z,60.22,0,0.1709
2019-01-19T21:00:00Z,58.53,0,0.163
2019-01-19T22:00:00Z,58.52,0,0.1532
2019-01-19T23:00:00Z,56.46,0,0.1356
2019-01-20T00:00:00Z,56.00,0,0.1125
2019-01-20T01:00:00Z,54.10,0,0.0939
2019-01-20T02:00:00Z,53.83,0,0.0777
2019-01-20T03:00:00Z,51.35,0,0.0649
2019-01-20T04:00:00Z,50.45,0,0.0539
2019-01-20T05:00:00Z,50.47,0,0.0484
2019-01-20T06:00:00Z,48.96,0,0.046
2019-01-20T07:00:00Z,50.17,0.0119,0.0472
2019-01-20T08:00:00Z,52.41,0.0769,0.041
2019-01-20T09:00:00Z,56.90,0.1562,0.0302
2019-01-20T10:00:00Z,57.00,0.2118,0.0182
2019-01-20T11:00:00Z,56.51,0.2279,0.0135
2019-01-20T12:00:00Z,55.96,0.2074,0.0131
2019-01-20T13:00:00Z,53.90,0.1486,0.014
2019-01-20T14:00:00Z,55.54,0.0665,0.0165
2019-01-20T15:00:00Z,55.39,0.0092,0.0215
2019-01-20T16:00:00Z,58.02,0,0.0343
2019-01-20T17:00:00Z,66.68,0,0.0467
2019-01-20T18:00:00Z,69.43,0,0.0549
2019-01-20T19:00:00Z,69.91,0,0.0608
2019-01-20T20:00:00Z,68.78,0,0.0668
2019-01-20T21:00:00Z,61.16,0,0.073
2019-01-20T22:00:00Z,62.26,0,0.0771
2019-01-20T23:00:00Z,57.47,0,0.0833
2019-01-21T00:00:00Z,55.54,0,0.0934
2019-01-21T01:00:00Z,53.02,0,0.1083
2019-01-21T02:00:00Z,52.10,0,0.1205
2019-01-21T03:00:00Z,51.31,0,0.1255
2019-01-21T04:00:00Z,51.14,0,0.1326
2019-01-21T05:00:00Z,53.23,0,0.1384
2019-01-21T06:00:00Z,67.16,0,0.1332
2019-01-21T07:00:00Z,79.62,0.0084,0.1223
2019-01-21T08:00:00Z,88.06,0.0604,0.1151
2019-01-21T09:00:00Z,86.01,0.1344,0.1092
2019-01-21T10:00:00Z,80.04,0.197,0.0999
2019-01-21T11:00:00Z,75.00,0.2236,0.0974
2019-01-21T12:00:00Z,70.65,0.2093,0.1026
2019-01-21T13:00:00Z,71.56,0.1573,0.1012
2019-01-21T14:00:00Z,72.03,0.076,0.1016
2019-01-21T15:00:00Z,76.49,0.0118,0.1069
2019-01-21T16:00:00Z,81.08,0,0.1116
2019-01-21T17:00:00Z,88.35,0,0.1157
2019-01-21T18:00:00Z,88.50,0,0.1166
2019-01-21T19:00:00Z,79.93,0,0.1157
2019-01-21T20:00:00Z,73.69,0,0.1164
2019-01-21T21:00:00Z,66.52,0,0.1098
2019-01-21T22:00:00Z,53.60,0,0.1085
2019-01-21T23:00:00Z,52.50,0,0.1191
2019-01-22T00:00:00Z,47.10,0,0.1363
2019-01-22T01:00:00Z,48.66,0,0.1574
2019-01-22T02:00:00Z,48.41,0,0.1777
2019-01-22T03:00:00Z,50.80,0,0.1924
2019-01-22T04:00:00Z,51.73,0,0.2036
2019-01-22T05:00:00Z,47.58,0,0.2114
2019-01-22T06:00:00Z,60.24,0,0.2315
2019-01-22T07:00:00Z,71.19,0.0077,0.2485
2019-01-22T08:00:00Z,76.08,0.0529,0.247
2019-01-22T09:00:00Z,75.05,0.1052,0.2426
2019-01-22T10:00:00Z,76.64,0.1458,0.2387
2019-01-22T11:00:00Z,72.80,0.163,0.2397
2019-01-22T12:00:00Z,71.23,0.1502,0.2465
