period,time_step,WindOffshore,WindOnshore,Price,Solar
3,1,0.0,0.21937409923821288,32.05,0.0022488755622188904
3,2,0.0,0.20980028824377187,30.75,0.0022488755622188904
3,3,0.0,0.20336627547869054,29.97,0.0022488755622188904
3,4,0.0,0.20449866172534487,29.8,0.0022488755622188904
3,5,0.0,0.21108709079678814,29.74,0.0022488755622188904
3,6,0.0,0.20238830553839818,29.87,0.0022488755622188904
3,7,0.0,0.18972616841671813,31.21,0.0022488755622188904
3,8,0.0,0.18421865348980854,36.73,0.0022488755622188904
3,9,0.0,0.16877702285361335,42.9,0.005889912186763761
3,10,0.0,0.1406732550957381,46.0,0.06543156992932106
3,11,0.0,0.1148342598311715,47.23,0.16609552366673805
3,12,0.0,0.0888923203623636,46.03,0.2710430499036196
3,13,0.0,0.0814803376569899,44.9,0.328335832083958
3,14,0.0,0.09053942763022442,44.44,0.35393017776825875
3,15,0.0,0.10417953469219683,41.19,0.32394517027200687
3,16,0.0,0.11138562898908791,39.5,0.26815163846648105
3,17,0.0,0.1230697961704756,39.5,0.16009852216748768
3,18,0.0,0.1447395511632695,43.51,0.04240736774469908
3,19,0.0,0.169857936998147,45.2,0.003212679374598415
3,20,0.0,0.19502779493514516,46.9,0.001927607624759049
3,21,0.0,0.2151019147621989,46.23,0.001927607624759049
3,22,0.0,0.22781552398599958,44.5,0.001927607624759049
3,23,0.0,0.23013176858142886,40.5,0.001927607624759049
3,24,0.0,0.22184476014000412,39.5,0.001927607624759049
6,1,0.0,0.06253860407659048,47.85,0.0021417862497322766
6,2,0.0,0.08379658225241919,41.48,0.0021417862497322766
6,3,0.0,0.10876055178093473,34.0,0.0021417862497322766
6,4,0.0,0.13027589046736668,31.92,0.0021417862497322766
6,5,0.0,0.14520280008235537,31.75,0.0021417862497322766
6,6,0.0,0.14973234506897262,31.5,0.0021417862497322766
6,7,0.0,0.1444307185505456,33.18,0.00278432212465196
6,8,0.0,0.13763640107061972,43.13,0.003212679374598415
6,9,0.0,0.12929792052707434,44.52,0.007389162561576354
6,10,0.0,0.1277537574634548,44.96,0.10312700792460912
6,11,0.0,0.12131974469837348,44.0,0.2791818376526023
6,12,0.0,0.11838583487749639,42.46,0.40115656457485543
6,13,0.0,0.10855466337245213,41.3,0.485864210751767
6,14,0.0,0.08745110150298538,40.51,0.5121010923109873
6,15,0.0,0.07355363393040971,41.22,0.5068537159991433
6,16,0.0,0.06665637224624253,43.28,0.4776183336902977
6,17,0.0,0.05970763845995471,43.68,0.3732062540158492
6,18,0.0,0.061303273625694876,47.9,0.16684514885414437
6,19,0.0,0.06984764257772287,48.91,0.02602270293424716
6,20,0.0,0.08395099855878115,49.01,0.007603341186549583
6,21,0.0,0.09738521721227095,48.0,0.005675733561790533
6,22,0.0,0.12373893349804406,48.0,0.003855215249518098
6,23,0.0,0.13614371010912085,45.42,0.0034268579995716426
6,24,0.0,0.12554045707226683,44.01,0.0028914114371385736
11,1,0.0,0.2806259007617871,42.94,0.003105590062111801
11,2,0.0,0.27249330862672433,37.2,0.003105590062111801
11,3,0.0,0.27007411982705376,34.77,0.003105590062111801
11,4,0.0,0.26765493102738314,34.18,0.003105590062111801
11,5,0.0,0.2576178711138563,34.13,0.003105590062111801
11,6,0.0,0.24305126621371217,34.18,0.003105590062111801
11,7,0.0,0.23188182005353097,34.4,0.003105590062111801
11,8,0.0,0.22318303479514104,34.51,0.003105590062111801
11,9,0.0,0.21345480749433807,35.68,0.008567144998929107
11,10,0.0,0.18087296685196624,40.0,0.13900192760762475
11,11,0.0,0.14376158122297714,42.61,0.3589633754551296
11,12,0.0,0.12466543133621577,40.01,0.523024202184622
11,13,0.0,0.11668725550751492,38.6,0.6164060826729493
11,14,0.0,0.09697344039530574,38.97,0.6387877489826516
11,15,0.0,0.07746551369157917,38.97,0.633112015420861
11,16,0.0,0.06243565987234918,36.84,0.6017348468622832
11,17,0.0,0.05687667284331892,38.97,0.4694795459413151
11,18,0.0,0.06047971999176446,44.0,0.2089312486613836
11,19,0.0,0.07715668107885526,52.98,0.040265581494966805
11,20,0.0,0.09470866790199711,55.4,0.010494752623688156
11,21,0.0,0.10670166769610871,56.26,0.005033197686870851
11,22,0.0,0.1252830965616636,55.87,0.005033197686870851
11,23,0.0,0.1529750875025736,53.0,0.0049261083743842365
11,24,0.0,0.1717624047766111,49.67,0.005033197686870851
13,1,0.0,0.09244389540868848,50.67,0.00417648318697794
13,2,0.0,0.11138562898908791,49.19,0.00417648318697794
13,3,0.0,0.12744492485073092,46.22,0.00417648318697794
13,4,0.0,0.14396746963145976,42.0,0.00417648318697794
13,5,0.0,0.1512250360304715,39.01,0.00417648318697794
13,6,0.0,0.16568869672637432,42.0,0.00417648318697794
13,7,0.0,0.18730697961704756,47.75,0.004069393874491326
13,8,0.0,0.21443277743463043,50.69,0.003962304562004712
13,9,0.0,0.23198476425777229,52.93,0.01060184193617477
13,10,0.0,0.23913938645254273,52.6,0.12347397729706576
13,11,0.0,0.25890467366687253,50.67,0.30252730777468406
13,12,0.0,0.2655445748404365,49.73,0.4014778325123153
13,13,0.0,0.2665740168828495,47.44,0.45620047119297497
13,14,0.0,0.2873172740374717,47.01,0.46144784750481904
13,15,0.0,0.3129503808935557,45.0,0.43778110944527737
13,16,0.0,0.3319950586781964,42.97,0.3860569715142429
13,17,0.0,0.3422380070002059,43.68,0.28068108802741487
13,18,0.0,0.3493411570928557,46.81,0.11747697579781538
13,19,0.0,0.3739962940086473,49.51,0.010173484686228314
