period,time_step,WindOffshore,WindOnshore,Price,Solar,EI
70,10,0.34738015607580824,0.8542516236218094,39.1,0.07166666666666667,322.7178777063569
70,11,0.3464882943143813,0.8445854100589035,35.55,0.09333333333333334,338.9615794339999
70,12,0.34347826086956523,0.8605950762724663,32.0,0.09833333333333333,328.7245732357459
70,13,0.34615384615384615,0.8847606101797312,30.55,0.12166666666666667,319.08813279094943
70,14,0.3460423634336678,0.9089261440869959,30.0,0.06166666666666667,316.18404967247966
70,15,0.3460423634336678,0.9214620148013896,29.72,0.051666666666666666,313.2558952112276
70,16,0.34615384615384615,0.9226702914967527,24.9,0.03833333333333333,309.25114987776817
70,17,0.3462653288740245,0.9497054825555052,22.72,0.023333333333333334,300.4456485398647
70,18,0.34715719063545153,0.9583144540099683,24.27,0.011666666666666667,298.5950673657555
70,19,0.34782608695652173,0.9693399788551579,28.34,0.0,299.6177251030945
70,20,0.34938684503901896,0.9685848059205558,29.0,0.0,300.37139932655424
70,21,0.3488294314381271,0.9605799728137744,30.31,0.0,296.05320518688023
70,22,0.3487179487179487,0.956351004380003,27.1,0.0,303.47255136259446
70,23,0.3470457079152731,0.9433620299048482,25.1,0.0,313.5930758024455
70,24,0.3315496098104794,0.8975985500679655,21.8,0.0,328.3571364765514
77,1,0.12162764771460424,0.16281528470019635,25.54,0.0,398.855688316858
77,2,0.17190635451505018,0.20117806977797917,23.39,0.0,390.3802195836407
77,3,0.19119286510590858,0.2587222473946534,22.0,0.0,377.94473100942434
77,4,0.24994425863991082,0.34677541156924935,21.9,0.0,376.49420789584207
77,5,0.26176142697881827,0.3647485274127775,23.0,0.0,373.5998219131274
77,6,0.27792642140468227,0.4006947590998339,23.87,0.0,370.25518738300264
77,7,0.3063545150501672,0.41232442229270505,30.26,0.0016666666666666668,384.49498233788705
77,8,0.3232998885172798,0.44147409756834316,35.17,0.07166666666666667,365.48227518767635
77,9,0.33099219620958753,0.449629965262045,34.39,0.25833333333333336,342.9825217616134
77,10,0.32831661092530656,0.4547651412173388,31.37,0.39166666666666666,319.8517583720076
77,11,0.32630992196209585,0.48633136988370335,22.4,0.59,309.4901097252655
77,12,0.3212931995540691,0.563056940039269,21.8,0.48833333333333334,306.00877078139854
77,13,0.3346711259754738,0.5597341791270201,20.9,0.49333333333333335,314.0664017879764
77,14,0.3325529542920847,0.499622413532699,21.46,0.4866666666666667,315.2528335794737
77,15,0.32753623188405795,0.519407944419272,22.4,0.5333333333333333,327.3184229922894
77,16,0.336231884057971,0.48633136988370335,24.02,0.5283333333333333,338.84338881158794
77,17,0.3379041248606466,0.47304032623470776,26.09,0.21833333333333332,364.66885420865395
77,18,0.3451505016722408,0.40039268992599303,30.04,0.08333333333333333,378.5146900743682
77,19,0.3426978818283166,0.3952575139706993,35.47,0.016666666666666666,375.8400140466701
77,20,0.34771460423634337,0.43543271409152695,38.23,0.0,364.2963012328032
77,21,0.34715719063545153,0.5160851835070231,35.21,0.0,334.2754941630035
77,22,0.3482720178372352,0.6228666364597493,31.0,0.0,322.8537068950202
77,23,0.34816053511705686,0.666062528318985,29.85,0.0,320.22860660293463
77,24,0.3472686733556299,0.6983839299199517,25.97,0.0,319.94381644560195
92,1,0.08595317725752509,0.10330765745355687,22.26,0.0,357.4772569906791
92,2,0.09531772575250837,0.08926144086995923,20.22,0.0,358.13528170696736
92,3,0.08885172798216276,0.06373659568041082,19.67,0.0,359.26794995964485
92,4,0.09286510590858417,0.04561244524996224,19.25,0.0,360.8357410808296
92,5,0.08461538461538462,0.03670140462165836,19.31,0.0,360.0273877068558
92,6,0.08918617614269789,0.03715450838241957,20.76,0.0,354.8509544740258
92,7,0.0802675585284281,0.0379096813170216,25.43,0.0,348.4719281089232
92,8,0.126644370122631,0.04138347681619091,27.21,0.016666666666666666,343.2642096620862
92,9,0.10457079152731327,0.04168554599003172,27.96,0.10666666666666667,328.4838943775441
92,10,0.13578595317725753,0.04047726929466848,25.5,0.3566666666666667,316.38407696252295
92,11,0.1117056856187291,0.050445552031415195,21.97,0.52,308.79825607386823
92,12,0.08550724637681159,0.06600211448421689,20.27,0.5533333333333333,300.33805986743636
92,13,0.14581939799331103,0.06494487237577405,19.04,0.48,301.79665523809524
92,14,0.18573021181716834,0.06554901072345568,18.25,0.505,305.1099918400653
92,15,0.174247491638796,0.05769521220359462,17.3,0.37166666666666665,309.36731485511393
92,16,0.15830546265328874,0.08412626491466546,18.09,0.32,314.5214408225472
92,17,0.16443701226309923,0.08503247243618789,19.11,0.30666666666666664,320.72045806251936
92,18,0.16432552954292085,0.0886573025222776,22.01,0.23166666666666666,330.8355283800713
92,19,0.1463768115942029,0.0885062679353572,26.63,0.14,341.30621481185403
92,20,0.12954292084726868,0.07476212052560036,31.12,0.03666666666666667,357.4057896020563
92,21,0.10758082497212931,0.07778281226400846,34.55,0.0,360.00699951704814
92,22,0.07591973244147157,0.07355384383023712,28.94,0.0,365.2323542526353
92,23,0.06510590858416945,0.06207521522428636,28.31,0.0,358.7438056378327
92,24,0.05863991081382386,0.04244071892463374,26.35,0.0,357.411575993273
94,1,0.2633221850613155,0.2979912399939586,22.0,0.0,373.5459292118628
94,2,0.26276477146042365,0.21431807884005438,18.93,0.0,372.60579916586465
94,3,0.26666666666666666,0.21930222020842774,18.15,0.0,360.66823812569436
94,4,0.26265328874024524,0.21084428334088506,18.19,0.0,353.9784799901717
94,5,0.26521739130434785,0.21884911644766653,18.47,0.0,348.5137557102458
94,6,0.2564102564102564,0.21658359764386045,18.45,0.0,359.3996734994768
94,7,0.2508361204013378,0.18849116447666517,23.76,0.0,350.1134084165093
94,8,0.24280936454849497,0.1653828726778432,26.1,0.018333333333333333,341.9126595421833
94,9,0.2366778149386845,0.16508080350400242,26.45,0.13166666666666665,328.6800808148133
94,10,0.17246376811594202,0.16341942304787796,25.5,0.23666666666666666,325.1995317663964
94,11,0.0995540691192865,0.16130493883099228,23.03,0.36666666666666664,319.9172041316876
94,12,0.09710144927536232,0.18471529980365503,21.04,0.355,308.82701720957573
94,13,0.050613154960981045,0.19407944419272014,20.24,0.5016666666666667,300.8232689968038
94,14,0.12430323299888517,0.2736746714997734,17.7,0.455,300.09726212191913
94,15,0.14247491638795987,0.28621054221416703,17.08,0.31833333333333336,300.57064211039716
94,16,0.15607580824972128,0.240296027790364,17.03,0.38666666666666666,302.8508469001124
94,17,0.09843924191750279,0.26446156169762874,17.07,0.325,311.7290763534671
94,18,0.08907469342251952,0.2409001661380456,19.98,0.28833333333333333,326.82012017876593
94,19,0.1117056856187291,0.2215677390122338,25.33,0.15833333333333333,349.9242929867418
94,20,0.09130434782608696,0.15027941398580275,28.21,0.05,371.99854625386536
94,21,0.07402452619843924,0.11463525147258723,33.04,0.0016666666666666668,383.29446777577385
94,22,0.06064659977703456,0.08170971152393898,27.23,0.0,381.8217784885737
94,23,0.04158305462653289,0.07823591602476967,29.15,0.0,369.04671045571075
94,24,0.056967670011148275,0.07838695061169007,28.0,0.0,379.0343140717559
96,1,0.20256410256410257,0.4114182147711826,17.99,0.0,264.2463078190053
96,2,0.23522853957636566,0.39465337562301767,11.4,0.0,272.236583520453
96,3,0.24581939799331104,0.3792478477571364,9.82,0.0,282.06220200181986
96,4,0.2124860646599777,0.3445098927654433,9.9,0.0,279.5207512284079
96,5,0.1826086956521739,0.37713336354025073,8.17,0.0,279.08398173105724
96,6,0.18115942028985507,0.36550370034737956,5.26,0.0,277.4917226784904
96,7,0.16499442586399107,0.3827216432563057,5.53,0.0,263.1814727272727
96,8,0.17792642140468226,0.4077933846850929,5.5,0.035,242.7907347946897
96,9,0.20713489409141583,0.41292856064038663,8.05,0.21166666666666667,222.9922174248265
96,10,0.2084726867335563,0.3016160700800483,5.77,0.485,205.51566785093357
96,11,0.1782608695652174,0.27427880984745506,4.55,0.73,187.97603416278454
96,12,0.1338907469342252,0.3096209031868298,1.39,0.895,162.97845625644857
96,13,0.12519509476031215,0.4564265216734632,0.02,0.9766666666666667,137.7189215398178
96,14,0.07146042363433668,0.5400996828273674,-0.02,0.9933333333333333,140.68402453710672
96,15,0.07190635451505016,0.5390424407189246,-10.86,0.9866666666666667,147.70490376382116
96,16,0.14849498327759197,0.532094849720586,-22.22,0.9116666666666666,149.0527585816673
96,17,0.2455964325529543,0.5144238030508986,-5.0,0.755,156.20601080217565
96,18,0.30334448160535116,0.5114031113124906,4.48,0.535,198.45214602900145
96,19,0.332329988851728,0.42788098474550673,16.34,0.2733333333333333,245.77342180546728
96,20,0.33567447045707915,0.3372602325932639,20.1,0.06333333333333334,261.7394632434138
96,21,0.3267558528428094,0.3584050747621205,20.0,0.0016666666666666668,254.47184956435422
96,22,0.3355629877369008,0.4526506570004531,32.24,0.0,264.1542879388973
96,23,0.34715719063545153,0.5301314000906208,13.18,0.0,248.91903183716073
96,24,0.34292084726867333,0.6267935357196798,12.0,0.0,228.52354634449537
100,1,0.009810479375696768,0.15662286663645975,22.66,0.0,350.98781356292517
100,2,0.007357859531772575,0.1516387252680864,21.3,0.0,341.35766294146526
100,3,0.00568561872909699,0.1400090620752152,21.08,0.0,342.6850524355301
100,4,0.0070234113712374585,0.12702008760006042,20.9,0.0,344.14683695712927
100,5,0.0084726867335563,0.12898353723002567,20.25,0.0,343.11218876538845
100,6,0.0070234113712374585,0.13351457483763782,22.31,0.0,345.75714421352467
100,7,0.0169453734671126,0.13426974777223985,26.7,0.0,335.8304069602821
100,8,0.015942028985507246,0.15088355233348436,29.7,0.04833333333333333,325.6449856959653
100,9,0.01092530657748049,0.14031113124905603,33.6,0.2,317.28321479885057
100,10,0.009587513935340023,0.10270351910587525,24.9,0.395,295.81307854044127
100,11,0.02084726867335563,0.06796556411418214,22.15,0.6316666666666667,280.3305358028292
100,12,0.01649944258639911,0.06147107687660474,20.83,0.7916666666666666,264.28774809600736
100,13,0.07603121516164994,0.062226249811206766,19.42,0.905,251.18720329207844
100,14,0.09487179487179487,0.08775109500075517,17.13,0.98,249.6638779174147
100,15,0.07971014492753623,0.10965111010421387,13.05,0.8733333333333333,252.48199715953922
100,16,0.07547380156075809,0.1273221567739012,16.08,0.87,258.9138778939507
