period,time_step,WindOffshore,WindOnshore,Price,Solar,EI
8,1,0.3357859531772575,0.8885364748527412,25.27,0.0,259.59247182514514
8,2,0.342809364548495,0.8988068267633288,25.77,0.0,261.40619908274977
8,3,0.34370122630992195,0.8837033680712884,23.24,0.0,264.1889757202164
8,4,0.3435897435897436,0.865277148466999,19.76,0.0,268.4436595733914
8,5,0.3433667781493868,0.830237124301465,19.28,0.0,281.3344302431538
8,6,0.3206243032329989,0.7699743241202235,23.86,0.0,301.637696940972
8,7,0.26053511705685617,0.7695212203594624,27.7,0.0,322.41764097175223
8,8,0.2346711259754738,0.7464129285606403,40.07,0.0,334.4485242024582
8,9,0.32954292084726866,0.7113729043951065,42.66,0.0,338.6007348816528
8,10,0.32998885172798215,0.6982328953330312,44.21,0.005,341.0339065633861
8,11,0.3124860646599777,0.6547349342999547,46.17,0.03666666666666667,343.15828912081713
8,12,0.28528428093645486,0.5763479836882646,46.18,0.065,350.317398275627
8,13,0.26477146042363436,0.47832653677692194,46.85,0.08666666666666667,354.11859529220226
8,14,0.21471571906354514,0.42924029602779035,44.9,0.06833333333333333,363.89663715597123
8,15,0.15607580824972128,0.2979912399939586,46.04,0.056666666666666664,369.49988760716525
8,16,0.10579710144927536,0.260081558676937,46.33,0.043333333333333335,373.9110343975138
8,17,0.06967670011148272,0.1927201329104365,47.9,0.0016666666666666668,373.33901646234676
8,18,0.03835005574136009,0.16296631928711675,58.92,0.0,368.51395251661916
8,19,0.03701226309921962,0.1389518199667724,55.92,0.0,371.0039012658668
8,20,0.061872909698996656,0.11523938982026884,56.67,0.0,378.6438375888903
8,21,0.024414715719063545,0.09696420480289987,48.1,0.0,385.3682429200755
8,22,0.0035674470457079154,0.0791421235462921,44.92,0.0,389.1245688687783
8,23,0.0017837235228539577,0.07461108593867996,41.51,0.0,392.3396417796448
8,24,0.01850613154960981,0.07793384685092886,39.41,0.0,386.0384809925242
14,1,0.3391304347826087,0.9374716810149524,23.1,0.0,247.87887278497752
14,2,0.3403567447045708,0.944419272013291,19.67,0.0,246.65442866747344
14,3,0.3367892976588629,0.9388309922972361,14.61,0.0,247.5617056169454
14,4,0.3318840579710145,0.9407944419272013,8.93,0.0,248.39018032875526
14,5,0.3294314381270903,0.9400392689925993,8.24,0.0,263.4762018212622
14,6,0.30133779264214045,0.9284096057997281,17.29,0.0,292.79911968795795
14,7,0.33199554069119286,0.8915571665911494,27.4,0.0,325.3429797784539
14,8,0.3396878483835006,0.7995771031566229,31.74,0.0,355.25666477577136
14,9,0.33957636566332217,0.7299501585863163,35.91,0.0,375.0304558162913
14,10,0.33522853957636567,0.7190756683280471,39.57,0.01,377.35295384711367
14,11,0.3386845039018952,0.7146956653073554,39.85,0.056666666666666664,373.37936015144345
14,12,0.3394648829431438,0.7258722247394653,39.87,0.10166666666666667,357.78252253505883
14,13,0.34057971014492755,0.7402205104969037,35.0,0.14833333333333334,341.94241516657917
14,14,0.34046822742474914,0.7965564114182148,30.0,0.11,333.4723178613849
14,15,0.34046822742474914,0.8039571061773146,34.49,0.02666666666666667,321.85171168493986
14,16,0.3402452619843924,0.8346171273221568,32.99,0.01,316.7272334167235
14,17,0.34057971014492755,0.9066606252831898,32.38,0.0016666666666666668,318.3069017476064
14,18,0.34046822742474914,0.9495544479685848,38.0,0.0,315.58193776540395
14,19,0.3229654403567447,0.9620903186829785,35.1,0.0,310.5588525045704
14,20,0.30289855072463767,0.9613351457483764,30.1,0.0,299.9283971383148
14,21,0.2992196209587514,0.9568041081407642,30.0,0.0,285.15300855020485
14,22,0.2674470457079153,0.9569551427276847,31.16,0.0,284.6333458898216
14,23,0.14983277591973243,0.9513668630116296,29.16,0.0,276.64575618486157
14,24,0.1713489409141583,0.9504606554901073,27.5,0.0,267.0489866432881
24,1,0.059308807134894094,0.040024165533907266,35.19,0.0,423.61402577178455
24,2,0.04559643255295429,0.04274278809847455,35.72,0.0,428.13856769766494
24,3,0.0463768115942029,0.04455520314151941,35.18,0.0,427.9887534626039
24,4,0.04882943143812709,0.04561244524996224,34.12,0.0,434.4422294453758
24,5,0.0673355629877369,0.049388309922972363,34.47,0.0,436.13639185654944
24,6,0.08182831661092531,0.05512762422594774,30.0,0.0,443.42350069806247
24,7,0.08673355629877369,0.053919347530584506,42.45,0.0,440.00354645420424
24,8,0.07513935340022297,0.05195589790061924,58.29,0.0,436.66659236435413
24,9,0.06477146042363434,0.048331067814529526,66.74,0.0,430.44940528847707
24,10,0.08807134894091416,0.054674520465186525,65.0,0.016666666666666666,422.1064391421083
24,11,0.12129319955406911,0.07491315511252077,61.12,0.04833333333333333,410.9977330697615
24,12,0.11181716833890747,0.08140764235009817,58.84,0.06333333333333334,418.38730986331615
24,13,0.09933110367892976,0.07521522428636157,56.61,0.08,421.56987876578097
24,14,0.12575250836120402,0.0883552333484368,53.29,0.08833333333333333,421.1251903789426
24,15,0.12697881828316612,0.10663041836580577,52.0,0.06666666666666667,415.82911174653657
24,16,0.14247491638795987,0.12550974173085636,53.06,0.023333333333333334,415.83026889424104
24,17,0.12251950947603121,0.10919800634345266,54.01,0.0033333333333333335,410.0091600617293
24,18,0.10590858416945373,0.0918290288476061,60.79,0.0,402.6122037140587
24,19,0.10245261984392419,0.09122489049992448,65.1,0.0,398.2981840784423
24,20,0.10044593088071349,0.10602628001812416,59.55,0.0,398.6354673415281
24,21,0.08573021181716833,0.1265669838392992,45.14,0.0,397.51392347230154
24,22,0.08595317725752509,0.15360217489805164,43.27,0.0,392.91247759806356
24,23,0.09687848383500558,0.15949252378794743,42.51,0.0,384.4199484332917
24,24,0.10613154960981049,0.15571665911493732,33.5,0.0,382.98385690464323
25,1,0.1064659977703456,0.14771182600815586,27.1,0.0,372.6980845311431
25,2,0.11415830546265329,0.14997734481196193,28.11,0.0,373.70704170988415
25,3,0.09409141583054627,0.14756079142123546,27.3,0.0,367.63784266728675
25,4,0.09007803790412486,0.139555958314454,26.5,0.0,367.3165274984144
25,5,0.09063545150501673,0.1425766500528621,27.1,0.0,367.51522454368654
25,6,0.09732441471571907,0.1519407944419272,27.1,0.0,373.1274097197346
25,7,0.10824972129319956,0.1611539042440719,29.0,0.0,387.4365199318016
25,8,0.10657748049052397,0.145899410965111,35.0,0.0,404.4848941333206
25,9,0.08249721293199554,0.14167044253133967,39.9,0.0,409.5453298584574
25,10,0.08483835005574136,0.12566077631777678,43.34,0.016666666666666666,408.326564303786
25,11,0.10044593088071349,0.12535870714393596,45.77,0.03833333333333333,403.00188988503646
25,12,0.08885172798216276,0.13789457785832956,44.7,0.06666666666666667,410.5298814108245
25,13,0.25072463768115943,0.14031113124905603,43.36,0.07333333333333333,416.9231029220414
25,14,0.2522853957636566,0.11584352816795046,39.38,0.075,419.5441274810392
25,15,0.2576365663322185,0.0885062679353572,37.18,0.04666666666666667,418.0363039178152
25,16,0.2602006688963211,0.07702763932940643,40.51,0.03333333333333333,413.8244354629269
25,17,0.26588628762541805,0.09122489049992448,42.44,0.006666666666666667,394.7520868222096
25,18,0.2500557413600892,0.09062075215224287,46.25,0.0,382.09054208701133
25,19,0.2530657748049052,0.09651110104213866,49.99,0.0,384.18654871397683
25,20,0.24693422519509475,0.10512007249660173,45.84,0.0,386.13706088703697
25,21,0.26510590858416944,0.11327594019030358,38.5,0.0,381.3398852420623
25,22,0.26231884057971017,0.10406283038815889,29.5,0.0,372.0252636291628
25,23,0.2721293199554069,0.09756834315058148,27.1,0.0,361.4201260592479
25,24,0.2690078037904125,0.10995317927805467,27.5,0.0,359.3802551713193
30,1,0.3480490523968785,0.8559130040779338,29.0,0.0,268.3531241909385
30,2,0.3516164994425864,0.8720737048784172,27.46,0.0,266.210230356514
30,3,0.352396878483835,0.8749433620299049,25.54,0.0,270.96125391517813
30,4,0.3528428093645485,0.8598399033378644,24.9,0.0,275.16107226451305
30,5,0.3528428093645485,0.8119619392840961,24.99,0.0,286.78131500119815
30,6,0.3529542920847269,0.7701253587071439,26.61,0.0,293.95600379756075
30,7,0.3516164994425864,0.754870865428183,31.83,0.0,311.7058148195918
30,8,0.3402452619843924,0.7430901676483915,45.9,0.0,321.31093852644034
30,9,0.35128205128205126,0.6924935810300559,46.2,0.0016666666666666668,318.93525266041183
30,10,0.3528428093645485,0.6579066606252831,49.04,0.03166666666666667,312.19545540402106
30,11,0.3479375696767001,0.6405376831294366,50.09,0.11,310.93863411559346
30,12,0.3464882943143813,0.6212052560036249,48.31,0.16333333333333333,304.60164592158856
30,13,0.34425863991081385,0.6101797311584353,46.05,0.20666666666666667,314.4075915937644
30,14,0.3392419175027871,0.5500679655641142,40.0,0.22,317.1723457933298
30,15,0.3384615384615385,0.5296782963298595,37.53,0.14666666666666667,315.86055039543135
30,16,0.3479375696767001,0.5390424407189246,35.51,0.075,312.81349393200037
30,17,0.35183946488294315,0.6133514574837637,37.53,0.03,308.8658704643588
30,18,0.3517279821627648,0.7030660021144842,43.71,0.0,304.4825581057736
30,19,0.35183946488294315,0.7979157227004984,43.01,0.0,291.1310776351014
30,20,0.3519509476031215,0.8605950762724663,41.1,0.0,280.4297885945246
30,21,0.35139353400222967,0.8717716357045764,31.13,0.0,273.39823340435447
30,22,0.35128205128205126,0.8843075064189699,29.04,0.0,274.0120341639518
30,23,0.3507246376811594,0.9000151034586921,28.97,0.0,267.48004678072255
30,24,0.35139353400222967,0.9380758193626341,29.16,0.0,248.01477602625738
42,1,0.3411371237458194,0.8950309620903187,19.62,0.0,248.86137160919242
42,2,0.2936454849498328,0.9099833861954387,20.0,0.0,249.90011870142231
42,3,0.26321070234113714,0.9068116598701103,19.34,0.0,252.7350996437319
42,4,0.24124860646599777,0.8853647485274128,12.04,0.0,251.4317140324636
42,5,0.24481605351170568,0.9078689019785531,12.12,0.0,264.4821135412805
42,6,0.24046822742474916,0.9065095906962695,14.91,0.0,277.7861149004349
42,7,0.2536231884057971,0.9072647636308715,22.82,0.0,294.2092704810546
42,8,0.2702341137123746,0.9060564869355082,34.32,0.0,304.30831913220686
42,9,0.28851727982162767,0.9078689019785531,34.9,0.006666666666666667,304.2426736815416
42,10,0.30379041248606464,0.9030357951971001,37.76,0.03666666666666667,294.27159687450165
42,11,0.315273132664437,0.911191662890802,29.5,0.1,283.43135954703774
42,12,0.31917502787068003,0.9137592508684489,22.6,0.15833333333333333,275.5851016179442
42,13,0.310479375696767,0.9151185621507325,22.4,0.17833333333333334,272.46907505331234
42,14,0.30066889632107024,0.9172330463676182,22.5,0.12666666666666668,273.87495906392854
42,15,0.29899665551839466,0.9179882193022202,24.0,0.16166666666666665,275.96247853896654
42,16,0.310479375696767,0.9140613200422897,27.48,0.115,284.72387457087007
42,17,0.31783723522853957,0.9010723455671349,28.83,0.06166666666666667,289.4934031124973
42,18,0.3294314381270903,0.9101344207823592,30.78,0.01,286.737622534528
42,19,0.3290969899665552,0.9184413230629814,38.0,0.0,280.4745476487075
42,20,0.3290969899665552,0.9087751095000756,28.0,0.0,269.4293797078004
42,21,0.2948717948717949,0.9169309771937774,29.9,0.0,262.88272846904846
42,22,0.28940914158305464,0.915269596737653,28.89,0.0,261.12946367930795
42,23,0.267670011148272,0.9107385591300408,28.0,0.0,253.16534948464562
42,24,0.2674470457079153,0.8986557921764085,21.73,0.0,243.6580252760675
56,1,0.3338907469342252,0.906358556109349,22.4,0.0,282.09212317217424
56,2,0.33645484949832777,0.903337864370941,22.3,0.0,290.50936051651615
56,3,0.3189520624303233,0.827216432563057,22.03,0.0,288.20004200190914
56,4,0.32341137123745817,0.839148164929769,20.0,0.0,294.91884531167716
56,5,0.3144927536231884,0.7933846850928863,17.05,0.0,293.50294297176896
56,6,0.32274247491638797,0.8098474550672103,22.92,0.0,308.3591630896659
56,7,0.33199554069119286,0.8220812566077632,25.84,0.0,333.6467295156523
56,8,0.32753623188405795,0.8118109046971757,31.85,0.0033333333333333335,352.3165913564702
56,9,0.33344481605351173,0.7915722700498414,39.45,0.06833333333333333,349.9321188291055
56,10,0.331438127090301,0.7764688113578009,35.7,0.20166666666666666,339.46651180301944
56,11,0.28561872909699,0.732819815737804,27.5,0.39666666666666667,314.46183946733004
56,12,0.3206243032329989,0.8113578009364144,27.79,0.43166666666666664,320.94780525131836
56,13,0.3360089186176143,0.8172481498263102,26.59,0.435,322.1300997822588
56,14,0.33366778149386844,0.8266122942153753,25.09,0.3883333333333333,327.24529185288367
56,15,0.3333333333333333,0.8347681619090772,24.51,0.31666666666666665,341.1928135331078
56,16,0.3298773690078038,0.7657453556864522,25.96,0.265,357.637849493321
56,17,0.32341137123745817,0.6508080350400242,27.0,0.09333333333333334,377.91341234984986
56,18,0.2855072463768116,0.4941851684035644,31.11,0.03,378.1125474549408
56,19,0.22876254180602007,0.3676181845642652,36.02,0.0,387.9966914498141
56,20,0.1855072463768116,0.33121884911644767,40.53,0.0,396.86889614756467
56,21,0.16800445930880714,0.2813774354327141,35.21,0.0,390.6933826844574
56,22,0.16387959866220736,0.31143331822987463,30.1,0.0,378.1097248947685
56,23,0.11549609810479376,0.29300709862558527,29.9,0.0,378.91292469857774
56,24,0.09710144927536232,0.2887781301918139,26.46,0.0,394.31667198394524
65,1,0.005016722408026756,0.14167044253133967,30.24,0.0,416.7561473374984
65,2,0.00568561872909699,0.14393596133514575,29.08,0.0,415.5217074136601
65,3,0.008807134894091417,0.13472285153300106,28.35,0.0,411.03801888362034
65,4,0.011594202898550725,0.14016009666213564,28.62,0.0,419.2590984930583
65,5,0.020958751393534,0.14816492976891707,29.51,0.0,445.8337919274517
65,6,0.027870680044593088,0.16915873735085335,30.88,0.0,463.82607845663904
65,7,0.048494983277591976,0.19407944419272014,37.47,0.0,470.61300331878357
65,8,0.06622073578595318,0.2117504908624075,45.61,0.016666666666666666,463.29068139664696
65,9,0.07402452619843924,0.23984292402960278,54.64,0.11333333333333333,454.8981799601811
65,10,0.0903010033444816,0.25162362180939435,49.78,0.24333333333333335,447.5717257267467
65,11,0.09197324414715718,0.24603534209333938,42.09,0.31333333333333335,439.28529068466264
65,12,0.10222965440356745,0.27684639782510195,40.99,0.30333333333333334,434.9872601659466
65,13,0.12430323299888517,0.29844434375471984,41.97,0.26166666666666666,437.0947743166999
65,14,0.1605351170568562,0.32774505361727835,40.51,0.255,427.9200001685715
65,15,0.19108138238573022,0.43920857876453706,37.94,0.19,414.5938895387701
65,16,0.2585284280936455,0.46926446156169765,36.75,0.09833333333333333,410.7633636528118
65,17,0.28851727982162767,0.45672859084730405,36.03,0.04,403.4111586998701
65,18,0.29308807134894094,0.5008306902280623,37.88,0.011666666666666667,391.6212103251969
65,19,0.3253065774804905,0.5618486633439057,36.9,0.0,381.93363024396336
65,20,0.32887402452619846,0.6006645521824497,35.82,0.0,357.3049650701029
65,21,0.32608695652173914,0.6159190454614106,30.24,0.0,340.1055917241379
65,22,0.32809364548494985,0.55595831445401,27.85,0.0,340.3115571206473
65,23,0.3272017837235229,0.5154810451593415,26.9,0.0,343.0525175233645
65,24,0.3241917502787068,0.45446307204349795,25.3,0.0,346.76702377892025
67,1,0.10011148272017838,0.18562150732517746,31.01,0.0,383.49680779539364
67,2,0.10144927536231885,0.18456426521673464,25.5,0.0,385.3706874793992
67,3,0.0822742474916388,0.20434979610330767,24.51,0.0,382.07265454718504
67,4,0.06443701226309922,0.22035946231687056,24.03,0.0,382.55323068162943
67,5,0.06711259754738015,0.22247394653375624,24.47,0.0,388.63905388501325
67,6,0.06688963210702341,0.14665458389971303,24.41,0.0,390.07295955013706
67,7,0.06789297658862876,0.1421235462921009,26.25,0.0,397.83146672582075
67,8,0.0379041248606466,0.1484669989427579,30.4,0.02,396.083272818521
67,9,0.022408026755852843,0.14725872224739464,33.58,0.17833333333333334,372.7512070952868
67,10,0.027759197324414717,0.15073251774656396,35.0,0.4066666666666667,329.0173805608265
67,11,0.0366778149386845,0.16870563359009214,30.4,0.57,307.0378271473367
67,12,0.06711259754738015,0.22685394955444796,28.1,0.73,290.08056696846705
67,13,0.11917502787068004,0.34541610028696573,26.08,0.7116666666666667,280.945347223652
67,14,0.1802675585284281,0.43573478326536774,25.06,0.6583333333333333,283.8889531418164
67,15,0.21583054626532888,0.4676030811055732,24.94,0.3616666666666667,288.9834496859323
67,16,0.25195094760312153,0.48980516538287266,25.0,0.245,307.6235850760647
67,17,0.3089186176142698,0.474248602930071,29.14,0.13166666666666665,333.7120187316633
67,18,0.3374581939799331,0.4754568796254342,35.17,0.021666666666666667,347.51928290592235
67,19,0.34169453734671124,0.5431203745657756,38.65,0.0016666666666666668,345.9139494071972
67,20,0.34615384615384615,0.588430750641897,39.95,0.0,335.23625896276934
67,21,0.34548494983277594,0.6754266727080501,35.0,0.0,317.68326010032274
67,22,0.3445930880713489,0.7162060111765595,27.17,0.0,310.6347661733615
67,23,0.34548494983277594,0.7544177616674218,28.24,0.0,317.6530278373647
67,24,0.33935340022296545,0.7439963751699139,24.9,0.0,296.71830562264785
70,1,0.34782608695652173,0.842924029602779,24.06,0.0,311.54778746786303
70,2,0.34771460423634337,0.9030357951971001,23.7,0.0,306.85008592200927
70,3,0.34782608695652173,0.9430599607310074,21.77,0.0,303.20237081830214
70,4,0.3479375696767001,0.9580123848361275,15.91,0.0,305.674740346906
70,5,0.34771460423634337,0.9364144389065095,13.06,0.0,309.6391610537539
70,6,0.34715719063545153,0.9127020087600061,15.8,0.0,315.3183743626422
70,7,0.34860646599777034,0.8942757891557167,24.08,0.0,322.8718361680646
70,8,0.33121516164994425,0.8761516387252681,29.15,0.005,338.0546907364271
70,9,0.3482720178372352,0.880229572572119,32.96,0.03666666666666667,337.2563996930778
